region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
2,62,46,0,27,200.0,3,9,0.0,1,1,0,0,1,0,26.25,0.0,0.0,74.0,0.0,1625.35,0.0,0.0,4590.0,0.0,0,0,0,0,0,0,0,0,0,3.267666,3.208825,3.5723445,4.304065,3.594569,5.298317,1,0
2,23,33,1,7,28.0,1,4,0.0,0,2,0,0,1,0,6.9,0.0,0.0,14.0,0.0,177.4,0.0,0.0,340.0,0.0,0,0,0,0,1,1,1,0,0,1.931521,3.208825,3.5723445,2.639057,3.594569,3.332205,3,0
3,23,25,1,5,19.0,5,0,0.0,0,3,1,1,0,0,6.95,25.0,36.7,0.0,0.0,157.1,562.2,829.1,0.0,0.0,1,1,0,1,0,1,1,0,1,1.938742,3.218876,3.602777,2.847812,3.594569,2.944439,4,1
2,72,61,1,39,76.0,3,21,0.0,0,2,1,1,1,1,54.8,67.25,51.35,69.5,55.5,3983.6,4905.85,3761.8,4975.0,4097.7,1,1,1,1,1,1,1,1,0,4.00369,4.208417,3.938665,4.241327,4.016383,4.330733,4,0
3,56,60,0,26,70.0,2,20,0.0,0,1,0,1,0,1,7.75,0.0,29.3,0.0,26.15,397.15,0.0,1638.2,0.0,1340.75,0,0,0,0,0,0,0,0,1,2.047693,3.208825,3.377588,2.847812,3.263849,4.248495,1,0
1,8,30,0,1,34.0,2,9,0.0,1,1,0,0,1,0,4.25,0.0,0.0,13.25,0.0,28.65,0.0,0.0,75.0,0.0,0,0,0,0,1,0,1,1,0,1.446919,3.208825,3.5723445,2.583998,3.594569,3.526361,3,0
3,3,36,0,7,34.0,5,3,0.0,1,3,1,1,0,0,2.7,13.0,24.0,0.0,0.0,7.0,35.65,55.9,0.0,0.0,1,1,1,0,0,0,1,0,1,0.993252,2.564949,3.178054,2.847812,3.594569,3.526361,4,0
3,37,37,0,7,172.0,3,13,0.0,0,1,0,0,0,0,6.85,0.0,0.0,0.0,0.0,258.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1.924249,3.208825,3.5723445,2.847812,3.594569,5.147494,1,0
3,37,53,1,13,48.0,1,10,0.0,0,3,1,0,1,0,12.55,23.5,0.0,10.25,0.0,439.55,876.05,0.0,350.0,0.0,0,0,0,0,1,1,1,1,0,2.529721,3.157,3.5723445,2.327278,3.594569,3.871201,3,0
2,6,30,0,9,45.0,2,2,0.0,1,1,0,0,0,0,1.35,0.0,0.0,0.0,0.0,9.95,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.300105,3.208825,3.5723445,2.847812,3.594569,3.806662,1,1
1,48,47,0,9,72.0,3,13,0.0,0,5,1,0,1,1,15.3,28.5,0.0,16.0,32.55,732.35,1352.1,0.0,790.0,1559.1,1,1,1,0,1,1,1,1,0,2.727853,3.349904,3.5723445,2.772589,3.482777,4.276666,4,1
2,43,43,1,3,55.0,4,18,0.0,1,4,1,1,1,1,9.1,40.75,48.4,16.0,50.6,422.7,1802.5,1976.65,675.0,2244.8,0,1,1,1,1,1,1,1,0,2.208274,3.707456,3.8795,2.772589,3.923952,4.007333,4,0
2,21,29,0,7,40.0,4,2,0.0,1,4,1,1,1,1,4.5,17.0,36.2,19.25,33.4,89.1,386.8,772.3,395.0,653.9,0,0,0,1,0,1,1,0,0,1.504077,2.833213,3.589059,2.957511,3.508556,3.688879,1,0
3,6,33,0,12,26.0,3,0,0.0,0,1,1,0,1,1,6.1,18.75,0.0,24.25,22.8,35.1,131.1,0.0,125.0,121.75,0,1,0,1,1,1,1,1,0,1.808289,2.931194,3.5723445,3.188417,3.126761,3.258097,3,1
2,69,51,0,18,96.0,1,33,0.0,0,4,1,0,1,0,33.95,87.0,0.0,33.5,0.0,2338.8,5916.0,0.0,2180.0,0.0,1,0,0,0,1,1,1,1,0,3.524889,4.465908,3.5723445,3.511545,3.594569,4.564348,3,0
1,22,33,0,9,54.0,1,10,0.0,0,1,1,0,1,0,11.05,22.25,0.0,18.75,0.0,246.7,504.4,0.0,370.0,0.0,0,0,0,0,1,1,1,1,0,2.40243,3.102342,3.5723445,2.931194,3.594569,3.988984,3,0
1,28,40,1,1,47.0,2,9,0.0,1,3,1,0,1,0,8.1,29.5,0.0,28.5,0.0,224.25,774.75,0.0,730.0,0.0,0,0,0,0,1,1,1,1,0,2.091864,3.38439,3.5723445,3.349904,3.594569,3.850148,3,0
1,71,47,1,23,142.0,1,30,0.0,0,2,0,0,1,0,32.2,0.0,0.0,82.25,0.0,2237.35,0.0,0.0,5520.0,0.0,1,0,0,0,0,0,0,0,0,3.471966,3.208825,3.5723445,4.409763,3.594569,4.955827,2,0
2,7,37,0,5,57.0,4,1,0.0,0,1,0,0,0,0,3.8,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1.335001,3.208825,3.5723445,2.847812,3.594569,4.043051,1,0
1,63,29,0,10,20.0,3,7,0.0,0,2,1,1,1,1,13.3,31.0,62.35,10.0,96.25,867.9,1944.45,3778.75,640.0,6132.2,1,1,1,1,1,1,1,1,1,2.587764,3.433987,4.132764,2.302585,4.566949,2.995732,4,0
2,53,57,0,25,37.0,1,7,0.0,0,1,0,0,1,0,7.7,0.0,0.0,9.25,0.0,363.95,0.0,0.0,465.0,0.0,1,0,0,0,0,0,1,0,0,2.04122,3.208825,3.5723445,2.224624,3.594569,3.610918,2,0
2,50,52,1,17,36.0,4,16,0.0,0,4,1,0,1,1,11.95,55.0,0.0,48.0,85.85,616.25,2662.1,0.0,2330.0,4118.6,1,1,1,0,1,1,1,1,1,2.480731,4.007333,3.5723445,3.871201,4.452602,3.583519,4,0
2,39,31,1,6,24.0,4,2,0.0,0,2,0,1,1,0,13.9,0.0,33.3,16.5,0.0,505.55,0.0,1213.5,600.0,0.0,0,0,1,0,1,1,1,1,1,2.631889,3.208825,3.505557,2.80336,3.594569,3.178054,4,0
3,16,19,0,0,21.0,2,0,0.0,1,1,0,0,0,0,5.25,0.0,0.0,0.0,0.0,70.25,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1.658228,3.208825,3.5723445,2.847812,3.594569,3.044522,1,0
3,43,51,1,15,186.0,3,25,0.0,0,2,1,0,1,1,18.9,59.75,0.0,20.25,59.15,856.3,2522.95,0.0,885.0,2525.1,1,1,1,0,1,1,1,1,0,2.939162,4.090169,3.5723445,3.008155,4.080077,5.225747,4,0
3,44,31,0,12,30.0,1,7,0.0,1,3,0,0,1,0,8.0,0.0,0.0,13.0,0.0,317.9,0.0,0.0,530.0,0.0,0,0,0,0,0,0,0,0,0,2.079442,3.208825,3.5723445,2.564949,3.594569,3.401197,1,0
2,72,66,1,43,96.0,2,16,0.0,1,2,1,0,1,1,35.15,34.75,0.0,21.5,50.7,2537.65,2557.75,0.0,1440.0,3571.45,1,1,0,0,1,1,1,1,1,3.559625,3.54818,3.5723445,3.068053,3.925926,4.564348,4,0
3,61,76,0,39,15.0,1,29,1.0,0,1,1,0,1,0,18.6,52.75,0.0,24.0,0.0,1168.45,3257.7,0.0,1415.0,0.0,1,0,1,0,1,1,1,1,0,2.923162,3.965564,3.5723445,3.178054,3.594569,2.70805,3,0
3,43,21,1,1,25.0,1,4,0.0,0,4,0,0,0,0,7.6,0.0,0.0,0.0,0.0,334.45,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,0,2.028148,3.208825,3.5723445,2.847812,3.594569,3.218876,2,1
3,24,39,0,11,49.0,3,7,0.0,1,1,0,1,0,0,7.45,0.0,30.9,0.0,0.0,177.2,0.0,657.25,0.0,0.0,0,0,0,1,0,0,0,0,0,2.008214,3.208825,3.430756,2.847812,3.594569,3.89182,1,0
3,64,45,0,4,38.0,2,7,0.0,1,1,1,0,1,0,13.75,22.75,0.0,10.25,0.0,918.0,1447.4,0.0,610.0,0.0,1,1,0,0,1,0,1,1,0,2.621039,3.124565,3.5723445,2.327278,3.594569,3.637586,3,1
2,64,38,0,0,29.0,2,2,0.0,0,2,1,0,1,0,17.5,15.5,0.0,16.75,0.0,1114.45,1141.55,0.0,1010.0,0.0,1,0,0,0,0,0,0,0,0,2.862201,2.74084,3.5723445,2.818398,3.594569,3.367296,2,0
1,24,26,0,7,55.0,2,7,0.0,1,1,0,0,0,0,7.6,0.0,0.0,0.0,0.0,175.8,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2.028148,3.208825,3.5723445,2.847812,3.594569,4.007333,1,0
3,33,55,1,21,64.0,3,10,0.0,1,3,1,0,1,0,5.15,14.5,0.0,24.75,0.0,163.05,494.55,0.0,775.0,0.0,0,0,0,0,0,0,1,1,0,1.638997,2.674149,3.5723445,3.208825,3.594569,4.158883,1,0
2,33,33,1,12,42.0,4,7,0.0,1,5,0,1,1,1,8.8,0.0,30.95,23.0,23.35,305.75,0.0,1019.15,730.0,665.35,1,1,0,0,0,0,0,0,0,2.174752,3.208825,3.432373,3.135494,3.150597,3.73767,2,0
1,2,40,0,9,134.0,4,2,0.0,0,1,0,1,0,0,3.9,0.0,23.8,0.0,0.0,4.6,0.0,26.45,0.0,0.0,0,0,0,1,0,0,0,0,1,1.360977,3.208825,3.169686,2.847812,3.594569,4.89784,1,0
2,42,48,1,22,82.0,1,21,0.0,1,5,1,0,1,0,9.3,25.0,0.0,17.0,0.0,459.0,1006.9,0.0,750.0,0.0,1,0,0,1,1,1,1,0,1,2.230014,3.218876,3.5723445,2.833213,3.594569,4.406719,4,0
1,52,54,1,5,153.0,5,10,0.0,0,2,0,1,0,1,11.05,0.0,36.3,0.0,30.15,555.85,0.0,1816.65,0.0,1525.15,1,1,0,1,1,0,0,0,1,2.40243,3.208825,3.591818,2.847812,3.406185,5.030438,2,1
1,45,66,0,43,144.0,2,13,0.0,1,1,0,0,1,0,7.75,0.0,0.0,13.0,0.0,338.8,0.0,0.0,565.0,0.0,1,0,0,1,0,0,0,0,0,2.047693,3.208825,3.5723445,2.564949,3.594569,4.969813,2,0
3,3,25,0,4,22.0,4,0,0.0,0,2,0,1,1,0,2.85,0.0,28.25,19.5,0.0,7.5,0.0,48.0,30.0,0.0,0,1,0,1,0,1,1,1,1,1.047319,3.208825,3.341093,2.970414,3.594569,3.091042,4,1
2,37,53,1,16,35.0,1,16,0.0,1,4,0,0,0,0,21.3,0.0,0.0,0.0,0.0,788.25,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,3.058707,3.208825,3.5723445,2.847812,3.594569,3.555348,3,0
2,28,57,0,33,82.0,4,22,0.0,1,1,0,1,0,0,4.05,0.0,31.45,0.0,0.0,71.5,0.0,858.15,0.0,0.0,1,1,0,1,0,0,1,0,1,1.398717,3.208825,3.448399,2.847812,3.594569,4.406719,2,1
3,40,63,1,9,61.0,1,22,0.0,0,2,0,0,1,0,10.9,0.0,0.0,41.0,0.0,470.9,0.0,0.0,1635.0,0.0,0,0,0,0,0,0,0,0,0,2.388763,3.208825,3.5723445,3.713572,3.594569,4.110874,1,0
2,37,33,0,1,102.0,2,12,0.0,0,1,0,1,1,1,16.3,0.0,33.35,10.25,37.9,646.7,0.0,1108.05,360.0,1330.6,1,0,1,1,1,1,0,0,1,2.791165,3.208825,3.507058,2.327278,3.634951,4.624973,4,0
3,7,27,0,5,31.0,3,4,0.0,0,5,1,1,0,1,4.15,15.0,46.05,0.0,41.85,30.8,96.6,271.75,0.0,235.55,1,1,1,1,1,1,1,0,1,1.423108,2.70805,3.829728,2.847812,3.734092,3.433987,4,1
1,71,56,0,23,170.0,1,30,0.0,1,1,1,0,1,0,14.2,27.0,0.0,30.0,0.0,1001.2,1840.65,0.0,2140.0,0.0,1,1,1,0,0,1,1,1,0,2.653242,3.295837,3.5723445,3.401197,3.594569,5.135798,4,0
2,19,46,0,11,26.0,2,0,0.0,1,1,0,0,1,0,6.05,0.0,0.0,5.0,0.0,121.7,0.0,0.0,90.0,0.0,0,0,0,1,0,1,0,1,1,1.800058,3.208825,3.5723445,1.609438,3.594569,3.258097,1,0
2,61,40,0,15,85.0,3,15,0.0,1,1,1,0,1,0,13.65,29.25,0.0,22.75,0.0,831.15,1823.6,0.0,1310.0,0.0,1,0,0,0,1,1,1,1,1,2.61374,3.37588,3.5723445,3.124565,3.594569,4.442651,3,0
3,70,53,1,16,183.0,2,35,0.0,1,2,0,0,1,0,32.9,0.0,0.0,15.0,0.0,2234.9,0.0,0.0,1085.0,0.0,1,0,0,0,0,0,0,0,0,3.493473,3.208825,3.5723445,2.70805,3.594569,5.209486,2,0
2,60,55,1,13,67.0,1,18,0.0,1,2,0,0,1,0,10.75,0.0,0.0,14.75,0.0,697.7,0.0,0.0,925.0,0.0,0,0,0,0,0,0,0,0,0,2.374906,3.208825,3.5723445,2.691243,3.594569,4.204693,1,0
3,48,45,1,5,42.0,1,11,0.0,1,2,0,0,0,0,9.25,0.0,0.0,0.0,0.0,435.6,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2.224624,3.208825,3.5723445,2.847812,3.594569,3.73767,1,0
1,8,63,1,1,31.0,1,9,0.0,0,2,1,0,1,0,2.25,13.75,0.0,11.25,0.0,16.8,102.55,0.0,80.0,0.0,0,0,0,0,1,0,1,1,0,0.81093,2.621039,3.5723445,2.420368,3.594569,3.433987,3,0
2,58,58,1,10,96.0,2,17,0.0,0,4,1,0,0,0,12.5,23.0,0.0,0.0,0.0,710.8,1345.95,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,2.525729,3.135494,3.5723445,2.847812,3.594569,4.564348,3,0
1,16,24,1,5,24.0,3,2,0.0,0,5,0,0,1,0,9.4,0.0,0.0,14.75,0.0,124.2,0.0,0.0,215.0,0.0,0,0,0,0,1,1,1,0,0,2.24071,3.208825,3.5723445,2.691243,3.594569,3.178054,3,0
2,33,33,0,4,53.0,2,14,0.0,1,1,0,0,0,0,5.05,0.0,0.0,0.0,0.0,145.85,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1.619388,3.208825,3.5723445,2.847812,3.594569,3.970292,1,0
2,39,25,0,4,18.0,1,0,0.0,1,1,0,0,0,0,6.75,0.0,0.0,0.0,0.0,242.7,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,1.909543,3.208825,3.5723445,2.847812,3.594569,2.890372,3,0
1,62,51,0,10,43.0,4,19,0.0,0,2,0,1,1,1,27.15,0.0,42.7,17.0,41.15,1632.4,0.0,2583.85,1015.0,2521.05,1,0,1,1,1,0,0,0,1,3.301377,3.208825,3.754199,2.833213,3.717224,3.7612,2,0
1,50,34,0,10,104.0,3,9,0.0,0,1,1,1,1,1,27.5,21.75,52.1,20.25,47.9,1444.45,1219.55,2568.4,960.0,2368.4,1,1,1,1,1,1,1,1,1,3.314186,3.079614,3.953165,3.008155,3.869116,4.644391,4,0
2,48,55,0,31,26.0,1,1,0.0,0,1,0,0,0,0,12.15,0.0,0.0,0.0,0.0,606.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.497329,3.208825,3.5723445,2.847812,3.594569,3.258097,1,0
3,31,62,0,5,56.0,2,26,0.0,1,1,1,0,1,0,4.3,22.25,0.0,13.75,0.0,123.5,744.45,0.0,435.0,0.0,0,1,0,0,1,1,1,1,0,1.458615,3.102342,3.5723445,2.621039,3.594569,4.025352,3,0
2,65,33,1,9,49.0,2,6,0.0,0,5,1,0,1,0,42.9,17.25,0.0,17.5,0.0,2706.8,1094.1,0.0,1190.0,0.0,1,0,0,0,0,0,1,0,0,3.758872,2.847812,3.5723445,2.862201,3.594569,3.89182,2,0
1,36,58,0,34,80.0,1,21,0.0,1,1,0,0,1,0,8.5,0.0,0.0,8.5,0.0,298.25,0.0,0.0,260.0,0.0,1,0,0,0,0,1,0,0,0,2.140066,3.208825,3.5723445,2.140066,3.594569,4.382027,2,0
1,61,46,0,5,318.0,3,18,0.0,1,1,1,0,1,0,28.9,39.25,0.0,84.75,0.0,1796.7,2442.75,0.0,5115.0,0.0,1,1,0,0,1,1,1,1,0,3.363842,3.669951,3.5723445,4.439706,3.594569,5.762051,3,0
2,48,42,0,21,35.0,4,5,0.0,0,1,0,0,0,0,12.9,0.0,0.0,0.0,0.0,589.35,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,2.557227,3.208825,3.5723445,2.847812,3.594569,3.555348,3,0
3,35,45,0,17,29.0,1,6,0.0,0,1,0,0,0,0,8.4,0.0,0.0,0.0,0.0,300.35,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,2.128232,3.208825,3.5723445,2.847812,3.594569,3.367296,1,0
1,51,28,0,8,43.0,5,1,0.0,0,5,1,1,1,1,11.15,35.0,77.7,20.0,80.35,623.0,1920.5,3925.5,955.0,4059.9,1,1,1,1,1,1,1,1,1,2.411439,3.555348,4.352855,2.995732,4.386392,3.7612,4,0
2,49,51,1,5,80.0,5,3,0.0,0,2,0,1,1,1,5.75,0.0,51.75,36.0,36.7,285.4,0.0,2435.35,1810.0,1679.45,1,1,1,1,1,1,1,1,1,1.7492,3.208825,3.946424,3.583519,3.602777,4.382027,4,1
1,35,39,1,11,30.0,3,2,0.0,1,3,1,0,0,0,6.85,27.75,0.0,0.0,0.0,224.85,929.95,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,1.924249,3.323236,3.5723445,2.847812,3.594569,3.401197,3,1
1,58,70,0,2,9.0,3,24,1.0,1,1,0,1,1,1,23.3,0.0,48.35,29.75,35.15,1384.45,0.0,2632.4,1730.0,1975.7,1,0,0,1,0,0,0,1,0,3.148453,3.208825,3.878466,3.392829,3.559625,2.197225,2,0
1,23,35,1,0,23.0,2,1,0.0,0,5,0,0,0,0,6.7,0.0,0.0,0.0,0.0,153.9,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1.902108,3.208825,3.5723445,2.847812,3.594569,3.135494,3,0
2,26,39,1,15,58.0,4,9,0.0,1,2,1,0,1,1,8.65,21.25,0.0,6.5,19.65,210.6,567.55,0.0,145.0,493.85,0,0,0,1,1,0,1,1,0,2.157559,3.056357,3.5723445,1.871802,2.978077,4.060443,3,0
1,38,37,1,1,52.0,1,20,0.0,1,4,1,0,1,1,12.2,41.5,0.0,18.75,54.4,532.55,1686.3,0.0,705.0,2051.1,1,1,1,0,1,1,1,1,0,2.501436,3.725693,3.5723445,2.931194,3.996364,3.951244,4,0
1,35,66,1,44,14.0,3,12,1.0,1,2,1,0,0,0,4.7,31.0,0.0,0.0,0.0,202.5,1135.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,0,1.547563,3.433987,3.5723445,2.847812,3.594569,2.639057,3,0
2,37,50,0,9,110.0,2,21,0.0,1,1,1,0,1,0,9.65,28.5,0.0,11.25,0.0,364.05,992.4,0.0,375.0,0.0,0,0,0,0,1,1,1,1,0,2.266958,3.349904,3.5723445,2.420368,3.594569,4.70048,3,0
2,48,43,1,1,60.0,2,12,0.0,0,2,1,1,1,0,15.5,19.25,29.6,31.5,0.0,719.7,905.15,1500.75,1495.0,0.0,1,0,0,0,0,1,0,0,0,2.74084,2.957511,3.387774,3.449988,3.594569,4.094345,2,0
3,13,43,1,1,123.0,3,21,0.0,0,5,1,1,1,0,3.85,23.0,33.05,6.75,0.0,55.05,317.5,439.3,75.0,0.0,0,0,1,1,1,1,1,0,1,1.348073,3.135494,3.498022,1.909543,3.594569,4.812184,4,0
1,72,63,1,29,15.0,5,31,1.0,0,2,0,0,1,0,20.6,0.0,0.0,31.25,0.0,1547.45,0.0,0.0,2180.0,0.0,1,0,0,0,0,0,1,1,0,3.025291,3.208825,3.5723445,3.442019,3.594569,2.70805,3,0
1,30,27,0,4,47.0,4,2,0.0,1,2,0,0,1,0,10.75,0.0,0.0,21.25,0.0,296.9,0.0,0.0,600.0,0.0,1,0,0,1,0,0,0,0,0,2.374906,3.208825,3.5723445,3.056357,3.594569,3.850148,2,1
1,24,43,0,14,138.0,4,11,0.0,1,1,1,0,1,1,6.65,20.25,0.0,8.0,24.65,130.6,445.6,0.0,180.0,551.15,1,0,0,1,1,1,0,1,0,1.894617,3.008155,3.5723445,2.079442,3.204777,4.927254,3,0
2,25,51,1,20,359.0,3,29,0.0,0,2,1,1,1,1,5.75,27.5,39.2,40.5,21.4,163.75,676.15,881.45,975.0,475.55,0,1,1,0,1,1,1,1,0,1.7492,3.314186,3.668677,3.701302,3.063391,5.883322,4,0
2,50,52,0,30,214.0,3,22,0.0,0,1,1,1,1,1,11.5,26.25,40.7,12.0,48.3,610.35,1287.7,1943.0,530.0,2412.75,1,1,0,1,1,1,1,1,1,2.442347,3.267666,3.706228,2.484907,3.877432,5.365976,4,0
2,28,40,0,7,64.0,1,19,0.0,0,1,1,0,0,0,6.0,27.5,0.0,0.0,0.0,167.65,722.5,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1.791759,3.314186,3.5723445,2.847812,3.594569,4.158883,3,0
3,34,51,0,8,50.0,4,14,0.0,0,1,0,0,1,0,16.15,0.0,0.0,15.75,0.0,531.35,0.0,0.0,480.0,0.0,0,1,0,0,0,0,0,0,1,2.78192,3.208825,3.5723445,2.75684,3.594569,3.912023,1,0
1,48,32,0,2,88.0,3,9,0.0,0,1,1,0,1,1,6.15,33.75,0.0,29.75,44.75,307.65,1603.8,0.0,1390.0,2119.35,1,1,1,1,1,1,1,1,0,1.816452,3.51898,3.5723445,3.392829,3.801091,4.477337,4,0
2,42,36,1,8,86.0,2,15,0.0,1,2,0,1,0,0,9.8,0.0,30.6,0.0,0.0,436.45,0.0,1222.3,0.0,0.0,1,0,0,0,0,0,0,0,0,2.282382,3.208825,3.421,2.847812,3.594569,4.454347,2,0
3,67,65,1,30,17.0,1,29,1.0,1,2,1,0,1,0,21.7,26.25,0.0,12.0,0.0,1384.05,1721.25,0.0,785.0,0.0,1,0,0,0,1,0,1,0,0,3.077312,3.267666,3.5723445,2.484907,3.594569,2.833213,3,0
1,17,41,1,7,25.0,2,17,0.0,0,3,0,1,0,0,6.45,0.0,29.0,0.0,0.0,114.3,0.0,449.95,0.0,0.0,0,0,0,1,1,1,1,0,1,1.86408,3.208825,3.367296,2.847812,3.594569,3.218876,3,0
1,29,38,1,19,46.0,2,6,0.0,0,2,0,1,0,0,8.35,0.0,22.95,0.0,0.0,248.6,0.0,584.9,0.0,0.0,1,0,0,0,0,0,0,0,1,2.122262,3.208825,3.133318,2.847812,3.594569,3.828641,2,0
3,66,61,0,26,361.0,1,40,0.0,1,1,0,0,1,0,12.75,0.0,0.0,38.5,0.0,782.0,0.0,0.0,2615.0,0.0,1,0,0,0,0,0,0,1,0,2.545531,3.208825,3.5723445,3.650658,3.594569,5.888878,2,0
2,1,21,0,1,18.0,3,0,0.0,1,1,0,1,0,0,2.7,0.0,32.7,0.0,0.0,2.7,0.0,32.7,0.0,0.0,0,0,0,1,0,0,0,1,1,0.993252,3.208825,3.487375,2.847812,3.594569,2.890372,1,1
1,28,33,1,3,14.0,4,1,0.0,0,3,1,1,0,1,4.55,15.75,33.0,0.0,23.95,145.95,504.9,869.85,0.0,618.65,1,0,1,1,0,1,1,0,1,1.515127,2.75684,3.496508,2.847812,3.175968,2.639057,4,1
1,15,35,1,5,34.0,3,8,0.0,0,2,0,1,0,0,5.15,0.0,25.55,0.0,0.0,110.55,0.0,350.25,0.0,0.0,1,0,0,1,0,0,0,0,1,1.638997,3.208825,3.240637,2.847812,3.594569,3.526361,2,1
2,12,64,0,13,9.0,2,6,1.0,1,1,1,1,1,0,3.8,30.0,32.8,8.5,0.0,52.85,317.75,376.6,95.0,0.0,0,0,0,1,1,1,1,1,1,1.335001,3.401197,3.490429,2.140066,3.594569,2.197225,3,0
3,48,49,0,18,39.0,2,5,0.0,1,1,1,1,1,1,7.0,24.5,42.8,23.5,30.75,399.75,1229.6,2099.35,1140.0,1394.5,1,1,1,0,1,1,1,1,0,1.94591,3.198673,3.756538,3.157,3.42589,3.663562,4,1
2,59,25,1,4,18.0,3,2,0.0,0,4,0,1,1,0,20.1,0.0,32.55,22.75,0.0,1251.4,0.0,1882.65,1415.0,0.0,0,0,0,0,0,0,0,0,0,3.00072,3.208825,3.482777,3.124565,3.594569,2.890372,1,0
3,8,26,1,1,25.0,4,1,0.0,0,2,0,1,0,0,3.15,0.0,20.05,0.0,0.0,29.9,0.0,138.4,0.0,0.0,0,0,0,1,0,0,0,0,1,1.147402,3.208825,2.998229,2.847812,3.594569,3.218876,1,1
1,45,52,0,15,46.0,5,8,0.0,1,1,0,0,1,0,9.4,0.0,0.0,8.75,0.0,402.1,0.0,0.0,395.0,0.0,1,0,0,0,0,0,0,0,1,2.24071,3.208825,3.5723445,2.169054,3.594569,3.828641,2,1
1,25,39,1,8,94.0,4,11,0.0,1,4,0,1,0,0,3.95,0.0,30.75,0.0,0.0,95.2,0.0,681.2,0.0,0.0,1,0,0,0,0,0,0,0,0,1.373716,3.208825,3.42589,2.847812,3.594569,4.543295,2,1
1,21,44,1,4,26.0,3,2,0.0,0,2,1,1,1,1,7.55,41.0,42.35,23.5,35.75,160.65,863.3,890.75,485.0,702.95,0,1,1,1,1,1,1,1,0,2.021548,3.713572,3.745968,3.157,3.57655,3.258097,4,0
2,17,68,1,1,335.0,1,35,0.0,1,3,1,0,1,1,3.55,18.75,0.0,29.25,27.9,70.25,285.9,0.0,525.0,422.85,0,1,1,0,1,1,1,1,0,1.266948,2.931194,3.5723445,3.37588,3.328627,5.814131,4,0
2,41,45,0,14,25.0,3,6,0.0,0,1,0,1,1,1,7.8,0.0,42.4,14.0,23.2,370.8,0.0,1675.7,535.0,945.3,0,0,0,1,0,0,1,1,1,2.054124,3.208825,3.747148,2.639057,3.144152,3.218876,1,1
1,13,45,1,3,99.0,3,8,0.0,1,2,0,0,1,0,8.7,0.0,0.0,23.75,0.0,103.4,0.0,0.0,240.0,0.0,0,1,0,1,1,0,1,0,0,2.163323,3.208825,3.5723445,3.167583,3.594569,4.59512,3,1
2,1,26,1,3,30.0,2,7,0.0,1,5,0,1,0,0,1.05,0.0,15.4,0.0,0.0,1.05,0.0,15.4,0.0,0.0,0,0,0,0,0,0,0,0,1,0.04879,3.208825,2.734368,2.847812,3.594569,3.401197,1,1
3,3,31,1,4,35.0,2,2,0.0,1,3,1,1,0,1,4.35,12.75,34.05,0.0,21.5,11.0,30.2,75.3,0.0,28.5,0,1,1,1,1,0,1,0,1,1.470176,2.545531,3.52783,2.847812,3.068053,3.555348,4,1
1,23,27,1,2,51.0,5,1,0.0,1,2,0,1,0,0,3.9,0.0,24.15,0.0,0.0,94.95,0.0,574.35,0.0,0.0,0,1,0,0,0,0,0,0,0,1.360977,3.208825,3.184284,2.847812,3.594569,3.931826,1,1
3,26,42,0,20,49.0,3,13,0.0,0,1,1,1,1,1,3.5,25.0,43.65,24.5,27.7,82.3,638.1,1054.4,625.0,633.4,1,1,1,1,1,1,1,1,1,1.252763,3.218876,3.776203,3.198673,3.321432,3.89182,4,1
1,37,51,1,15,54.0,1,15,0.0,0,3,1,0,1,0,9.55,16.5,0.0,8.25,0.0,323.65,614.15,0.0,225.0,0.0,1,0,0,0,0,1,0,1,0,2.256541,2.80336,3.5723445,2.110213,3.594569,3.988984,3,0
3,5,30,0,3,46.0,4,7,0.0,0,1,0,1,0,0,4.3,0.0,32.1,0.0,0.0,17.55,0.0,121.55,0.0,0.0,1,0,0,1,0,0,0,0,1,1.458615,3.208825,3.468856,2.847812,3.594569,3.828641,2,1
